1,ANSERIFORMES,鸭科,Anatidae (24:60),,,
317,Pluvialis dominica,美洲金鸻,American Golden Plover,LC,-,
318,Pluvialis squatarola,灰斑鸻,Grey Plover,LC,-,
319,Charadrius hiaticula,剑鸻,Common Ringed Plover,LC,-,
320,Charadrius placidus,长嘴剑鸻,Long-billed Plover,LC,-,
321,Charadrius dubius,金眶鸻,Little Ringed Plover,LC,-,
322,Charadrius alexandrinus,环颈鸻,Kentish Plover,LC,-,
323,Charadrius dealbatus,白脸鸻,White-faced Plover,DD,-,
324,Charadrius mongolus,蒙古沙鸻,Siberian Sand Plover,LC,-,英文名由Lesser Sand Plover为Siberian Sand Plover
325,Charadrius atrifrons,青藏沙鸻,Tibetan Sand Plover,NR,-,将蒙古沙鸻的pamirensis、atrifrons、schaeferi亚种作为独立种青藏沙鸻Charadrius atrifrons（Wei et al. 2022）
326,Charadrius leschenaultii,铁嘴沙鸻,Greater Sand Plover,LC,-,
327,Charadrius asiaticus,红胸鸻,Caspian Plover,LC,-,
328,Charadrius veredus,东方鸻,Oriental Plover,LC,-,
329,Charadrius morinellus,小嘴鸻,Eurasian Dotterel,LC,-,
30,CHARADRIIFORMES,彩鹬科,Rostratulidae (1:1),,,
330,Rostratula benghalensis,彩鹬,Greater Painted Snipe,LC,-,
31,CHARADRIIFORMES,水雉科,Jacanidae (2:2),,,
331,Hydrophasianus chirurgus,水雉,Pheasant-tailed Jacana,LC,二级,
332,Metopidius indicus,铜翅水雉,Bronze-winged Jacana,LC,二级,
32,CHARADRIIFORMES,丘鹬科,Scolopacidae (12:51),,,
333,Numenius phaeopus,中杓鹬,Eurasian Whimbrel,LC,-,
334,Numenius minutus,小杓鹬,Little Curlew,LC,二级,
335,Numenius madagascariensis,大杓鹬,Eastern Curlew,EN,二级,
336,Numenius arquata,白腰杓鹬,Eurasian Curlew,NT,二级,
337,Limosa lapponica,斑尾塍鹬,Bar-tailed Godwit,NT,-,
338,Limosa limosa,黑尾塍鹬,Black-tailed Godwit,NT,-,
339,Arenaria interpres,翻石鹬,Ruddy Turnstone,LC,二级,
340,Calidris tenuirostris,大滨鹬,Great Knot,EN,二级,
341,Calidris canutus,红腹滨鹬,Red Knot,NT,-,
342,Calidris pugnax,流苏鹬,Ruff,LC,-,
343,Calidris falcinellus,阔嘴鹬,Broad-billed Sandpiper,LC,二级,
344,Calidris acuminata,尖尾滨鹬,Sharp-tailed Sandpiper,VU,-,IUCN红色名录等级由LC升为VU
345,Calidris himantopus,高跷鹬,Stilt Sandpiper,LC,-,
346,Calidris ferruginea,弯嘴滨鹬,Curlew Sandpiper,NT,-,
347,Calidris temminckii,青脚滨鹬,Temminck's Stint,LC,-,
348,Calidris subminuta,长趾滨鹬,Long-toed Stint,LC,-,
349,Calidris pygmaea,勺嘴鹬,Spoon-billed Sandpiper,CR,一级,
350,Calidris ruficollis,红颈滨鹬,Red-necked Stint,NT,-,
351,Calidris alba,三趾滨鹬,Sanderling,LC,-,
352,Calidris alpina,黑腹滨鹬,Dunlin,LC,-,
353,Calidris ptilocnemis,岩滨鹬,Rock Sandpiper,LC,-,
354,Calidris bairdii,黑腰滨鹬,Baird's Sandpiper,,,2022年9月12日，浙江温州瑞安，常惠、刘勇、庄磊隽、严志文、方明和、许莉颖、刘爱华、王晓梅、刘海、王翠
355,Calidris minuta,小滨鹬,Little Stint,LC,-,
356,Calidris fuscicollis,白腰滨鹬,White-rumped Sandpiper,LC,-,
357,Calidris subruficollis,黄胸滨鹬,Buff-breasted Sandpiper,NT,-,中文名由饰胸鹬改为黄胸滨鹬
358,Calidris melanotos,斑胸滨鹬,Pectoral Sandpiper,LC,-,
359,Calidris mauri,西方滨鹬,Western Sandpiper,LC,-,
360,Limnodromus semipalmatus,半蹼鹬,Asian Dowitcher,NT,二级,
361,Limnodromus scolopaceus,长嘴半蹼鹬,Long-billed Dowitcher,LC,-,中文名由长嘴鹬改为长嘴半蹼鹬
362,Scolopax rusticola,丘鹬,Eurasian Woodcock,LC,-,
363,Lymnocryptes minimus,姬鹬,Jack Snipe,LC,-,
364,Gallinago solitaria,孤沙锥,Solitary Snipe,LC,-,
365,Gallinago hardwickii,拉氏沙锥,Latham's Snipe,NT,-,中文名由澳南沙锥改为拉氏沙锥，IUCN红色名录等级由LC升为NT
366,Gallinago nemoricola,林沙锥,Wood Snipe,VU,二级,
367,Gallinago stenura,针尾沙锥,Pin-tailed Snipe,LC,-,
368,Gallinago megala,大沙锥,Swinhoe's Snipe,LC,-,
369,Gallinago gallinago,扇尾沙锥,Common Snipe,LC,-,
370,Xenus cinereus,翘嘴鹬,Terek Sandpiper,LC,-,
371,Phalaropus lobatus,红颈瓣蹼鹬,Red-necked Phalarope,LC,-,
372,Phalaropus fulicarius,灰瓣蹼鹬,Red Phalarope,LC,-,
373,Actitis hypoleucos,矶鹬,Common Sandpiper,LC,-,
374,Tringa ochropus,白腰草鹬,Green Sandpiper,LC,-,
375,Tringa incana,漂鹬,Wandering Tattler,LC,-,
376,Tringa brevipes,灰尾漂鹬,Grey-tailed Tattler,NT,-,
377,Tringa flavipes,小黄脚鹬,Lesser Yellowlegs,LC,-,
378,Tringa totanus,红脚鹬,Common Redshank,LC,-,
379,Tringa stagnatilis,泽鹬,Marsh Sandpiper,LC,-,
380,Tringa glareola,林鹬,Wood Sandpiper,LC,-,
381,Tringa erythropus,鹤鹬,Spotted Redshank,LC,-,
382,Tringa nebularia,青脚鹬,Common Greenshank,LC,-,
383,Tringa guttifer,小青脚鹬,Nordmann's Greenshank,EN,一级,
33,CHARADRIIFORMES,燕鸻科,Glareolidae (1:4),,,
384,Glareola pratincola,领燕鸻,Collared Pratincole,LC,-,
385,Glareola maldivarum,普通燕鸻,Oriental Pratincole,LC,-,
386,Glareola nordmanni,黑翅燕鸻,Black-winged Pratincole,NT,-,
387,Glareola lactea,灰燕鸻,Small Pratincole,LC,二级,
34,CHARADRIIFORMES,鸥科,Laridae (17:44),,,
388,Anous stolidus,白顶玄燕鸥,Brown Noddy,LC,-,
389,Anous minutus,玄燕鸥,Black Noddy,LC,-,
390,Gygis alba,白燕鸥,White Tern,LC,-,
391,Rissa tridactyla,三趾鸥,Black-legged Kittiwake,VU,-,
392,Xema sabini,叉尾鸥,Sabine's Gull,LC,-,
393,Chroicocephalus genei,细嘴鸥,Slender-billed Gull,LC,-,
394,Chroicocephalus novaehollandiae,澳洲红嘴鸥,Silver Gull,LC,-,
395,Chroicocephalus brunnicephalus,棕头鸥,Brown-headed Gull,LC,-,
396,Chroicocephalus ridibundus,红嘴鸥,Black-headed Gull,LC,-,
397,Chroicocephalus saundersi,黑嘴鸥,Saunders's Gull,VU,一级,
398,Hydrocoloeus minutus,小鸥,Little Gull,LC,二级,
399,Rhodostethia rosea,楔尾鸥,Ross's Gull,LC,-,
400,Leucophaeus atricilla,笑鸥,Laughing Gull,LC,-,
401,Leucophaeus pipixcan,弗氏鸥,Franklin's Gull,LC,-,
402,Ichthyaetus relictus,遗鸥,Relict Gull,VU,一级,
403,Ichthyaetus ichthyaetus,渔鸥,Pallas's Gull,LC,-,
404,Larus crassirostris,黑尾鸥,Black-tailed Gull,LC,-,
405,Larus canus,普通海鸥,Mew Gull,LC,-,中文名由海鸥改为普通海鸥
406,Larus brachyrhynchus,美洲海鸥,Short-billed Gull,NR,-,
407,Larus delawarensis,环嘴鸥,Ring-billed Gull,LC,-,
408,Larus glaucescens,灰翅鸥,Glaucous-winged Gull,LC,-,
409,Larus hyperboreus,北极鸥,Glaucous Gull,LC,-,
410,Larus vegae,西伯利亚银鸥,Vega Gull,LC,-,
411,Larus cachinnans,里海银鸥,Caspian Gull,LC,-,中文名由黄脚银鸥改为里海银鸥
412,Larus schistisagus,灰背鸥,Slaty-backed Gull,LC,-,
413,Larus fuscus,小黑背鸥,Lesser Black-backed Gull,LC,-,中文名由小黑背银鸥恢复为小黑背鸥
414,Gelochelidon nilotica,鸥嘴噪鸥,Gull-billed Tern,LC,-,
415,Hydroprogne caspia,红嘴巨燕鸥,Caspian Tern,LC,-,中文名由红嘴巨鸥改为红嘴巨燕鸥
416,Thalasseus bergii,大凤头燕鸥,Greater Crested Tern,LC,二级,
417,Thalasseus bengalensis,小凤头燕鸥,Lesser Crested Tern,LC,-,
418,Thalasseus bernsteini,中华凤头燕鸥,Chinese Crested Tern,CR,一级,
419,Thalasseus sandvicensis,白嘴端凤头燕鸥,Sandwich Tern,LC,-,
420,Sternula albifrons,白额燕鸥,Little Tern,LC,-,
421,Onychoprion aleuticus,白腰燕鸥,Aleutian Tern,VU,-,
422,Onychoprion anaethetus,褐翅燕鸥,Bridled Tern,LC,-,
423,Onychoprion fuscatus,乌燕鸥,Sooty Tern,LC,-,
424,Sterna aurantia,黄嘴河燕鸥,River Tern,VU,一级,
425,Sterna dougallii,粉红燕鸥,Roseate Tern,LC,-,
426,Sterna sumatrana,黑枕燕鸥,Black-naped Tern,LC,-,
427,Sterna hirundo,普通燕鸥,Common Tern,LC,-,
428,Sterna acuticauda,黑腹燕鸥,Black-bellied Tern,EN,二级,
429,Chlidonias hybrida,须浮鸥,Whiskered Tern,LC,-,
430,Chlidonias leucopterus,白翅浮鸥,White-winged Tern,LC,-,
431,Chlidonias niger,黑浮鸥,Black Tern,LC,二级,
35,CHARADRIIFORMES,贼鸥科,Stercorariidae (1:4),,,
432,Stercorarius maccormicki,南极贼鸥,South Polar Skua,LC,-,
433,Stercorarius pomarinus,中贼鸥,Pomarine Jaeger,LC,-,
434,Stercorarius parasiticus,短尾贼鸥,Parasitic Jaeger,LC,-,
435,Stercorarius longicaudus,长尾贼鸥,Long-tailed Jaeger,LC,-,
36,CHARADRIIFORMES,海雀科,Alcidae (4:5),,,
436,Uria aalge,崖海鸦,Common Murre,LC,-,
437,Brachyramphus perdix,长嘴斑海雀,Long-billed Murrelet,NT,-,中文名由斑海雀改为长嘴斑海雀
438,Synthliboramphus antiquus,扁嘴海雀,Ancient Murrelet,LC,-,
439,Synthliboramphus wumizusume,冠海雀,Japanese Murrelet,VU,二级,
440,Cerorhinca monocerata,角嘴海雀,Rhinoceros Auklet,LC,-,
37,PTEROCLIFORMES,沙鸡科,Pteroclidae (2:3),,,
441,Syrrhaptes tibetanus,西藏毛腿沙鸡,Tibetan Sandgrouse,LC,-,
442,Syrrhaptes paradoxus,毛腿沙鸡,Pallas's Sandgrouse,LC,-,
443,Pterocles orientalis,黑腹沙鸡,Black-bellied Sandgrouse,LC,二级,
38,COLUMBIFORMES,鸠鸽科,Columbidae (9:34),,,
444,Columba livia,原鸽,Rock Pigeon,LC,-,
445,Columba rupestris,岩鸽,Hill Pigeon,LC,-,
446,Columba leuconota,雪鸽,Snow Pigeon,LC,-,
447,Columba oenas,欧鸽,Stock Dove,LC,-,
448,Columba eversmanni,中亚鸽,Yellow-eyed Pigeon,VU,二级,
449,Columba palumbus,斑尾林鸽,Common Wood Pigeon,LC,二级,
450,Columba hodgsonii,点斑林鸽,Speckled Wood Pigeon,LC,-,
451,Columba pulchricollis,灰林鸽,Ashy Wood Pigeon,LC,-,
452,Columba punicea,紫林鸽,Pale-capped Pigeon,VU,二级,
453,Columba janthina,黑林鸽,Japanese Wood Pigeon,NT,-,
454,Columba vitiensis,白喉林鸽,Metallic Pigeon,LC,-,
455,Streptopelia turtur,欧斑鸠,European Turtle Dove,VU,-,
456,Streptopelia orientalis,山斑鸠,Oriental Turtle Dove,LC,-,
457,Streptopelia decaocto,灰斑鸠,Eurasian Collared Dove,LC,-,
458,Streptopelia tranquebarica,火斑鸠,Red Collared Dove,LC,-,
459,Spilopelia chinensis,珠颈斑鸠,Spotted Dove,LC,-,
460,Spilopelia senegalensis,棕斑鸠,Laughing Dove,LC,-,
461,Macropygia unchall,斑尾鹃鸠,Barred Cuckoo-Dove,LC,二级,
462,Macropygia tenuirostris,菲律宾鹃鸠,Philippine Cuckoo-Dove,LC,二级,
463,Macropygia ruficeps,小鹃鸠,Little Cuckoo-Dove,LC,一级,
464,Chalcophaps indica,绿翅金鸠,Emerald Dove,LC,-,
465,Geopelia striata,斑姬地鸠,Zebra Dove,LC,-,
466,Treron bicinctus,橙胸绿鸠,Orange-breasted Green Pigeon,LC,二级,
467,Treron phayrei,灰头绿鸠,Ashy-headed Green Pigeon,NT,二级,
468,Treron curvirostra,厚嘴绿鸠,Thick-billed Green Pigeon,LC,二级,
469,Treron phoenicopterus,黄脚绿鸠,Yellow-footed Green Pigeon,LC,二级,
470,Treron apicauda,针尾绿鸠,Pin-tailed Green Pigeon,LC,二级,
471,Treron seimundi,白腹针尾绿鸠,Yellow-vented Green Pigeon,LC,-,
472,Treron sphenurus,楔尾绿鸠,Wedge-tailed Green Pigeon,LC,二级,
473,Treron sieboldii,红翅绿鸠,White-bellied Green Pigeon,LC,二级,
474,Treron formosae,红顶绿鸠,Taiwan Green Pigeon,NT,二级,
475,Ptilinopus leclancheri,黑颏果鸠,Black-chinned Fruit Dove,LC,二级,
476,Ducula aenea,绿皇鸠,Green Imperial Pigeon,NT,二级,
477,Ducula badia,山皇鸠,Mountain Imperial Pigeon,LC,二级,
39,CUCULIFORMES,杜鹃科,Cuculidae (9:20),,,
478,Centropus sinensis,褐翅鸦鹃,Greater Coucal,LC,二级,
479,Centropus bengalensis,小鸦鹃,Lesser Coucal,LC,二级,
480,Phaenicophaeus tristis,绿嘴地鹃,Green-billed Malkoha,LC,-,
481,Clamator coromandus,红翅凤头鹃,Chestnut-winged Cuckoo,LC,-,
482,Clamator jacobinus,斑翅凤头鹃,Pied Cuckoo,LC,-,
483,Eudynamys scolopaceus,噪鹃,Asian Koel,LC,-,
484,Chrysococcyx maculatus,翠金鹃,Asian Emerald Cuckoo,LC,-,
485,Chrysococcyx xanthorhynchus,紫金鹃,Violet Cuckoo,LC,-,
486,Cacomantis sonneratii,栗斑杜鹃,Banded Bay Cuckoo,LC,-,
487,Cacomantis merulinus,八声杜鹃,Plaintive Cuckoo,LC,-,
488,Surniculus lugubris,乌鹃,Square-tailed Drongo-Cuckoo,LC,-,
489,Hierococcyx sparverioides,大鹰鹃,Large Hawk-Cuckoo,LC,-,中文名由鹰鹃改为大鹰鹃
490,Hierococcyx varius,普通鹰鹃,Common Hawk-Cuckoo,LC,-,
491,Hierococcyx hyperythrus,北棕腹鹰鹃,Northern Hawk-Cuckoo,LC,-,中文名由北鹰鹃改为北棕腹鹰鹃
492,Hierococcyx nisicolor,棕腹鹰鹃,Hodgson's Hawk-Cuckoo,LC,-,中文名由霍氏鹰鹃改为棕腹鹰鹃
493,Cuculus poliocephalus,小杜鹃,Asian Lesser Cuckoo,LC,-,
494,Cuculus micropterus,四声杜鹃,Indian Cuckoo,LC,-,
495,Cuculus saturatus,中杜鹃,Himalayan Cuckoo,LC,-,
496,Cuculus optatus,东方中杜鹃,Oriental Cuckoo,LC,-,中文名由北方中杜鹃改为东方中杜鹃，IUCN红色名录等级改为LC
497,Cuculus canorus,大杜鹃,Common Cuckoo,LC,-,
40,STRIGIFORMES,仓鸮科,Tytonidae (2:3),,,
498,Tyto javanica,仓鸮,Barn Owl,LC,二级,
499,Tyto longimembris,草鸮,Eastern Grass Owl,LC,二级,
500,Phodilus badius,栗鸮,Oriental Bay Owl,LC,二级,
41,STRIGIFORMES,鸱鸮科,Strigidae (11:29),,,
501,Ninox japonica,北鹰鸮,Northern Boobook,LC,二级,
502,Ninox scutulata,鹰鸮,Brown Hawk-Owl,LC,二级,
503,Taenioptynx brodiei,领鸺鹠,Collared Owlet,LC,二级,
504,Aegolius funereus,鬼鸮,Boreal Owl,LC,二级,
505,Athene brama,横斑腹小鸮,Spotted Owlet,LC,二级,
506,Athene noctua,纵纹腹小鸮,Little Owl,LC,二级,
507,Surnia ulula,猛鸮,Northern Hawk-Owl,LC,二级,
508,Glaucidium passerinum,花头鸺鹠,Eurasian Pygmy Owlet,LC,二级,
509,Glaucidium cuculoides,斑头鸺鹠,Asian Barred Owlet,LC,二级,
510,Otus spilocephalus,黄嘴角鸮,Mountain Scops Owl,LC,二级,
511,Otus scops,西红角鸮,Eurasian Scops Owl,LC,二级,
512,Otus brucei,纵纹角鸮,Pallid Scops Owl,LC,二级,
513,Otus sunia,红角鸮,Oriental Scops Owl,LC,二级,
514,Otus elegans,琉球角鸮,Elegant Scops Owl,NT,二级,
515,Otus lettia,领角鸮,Collared Scops Owl,LC,二级,
516,Otus semitorques,北领角鸮,Japanese Scops Owl,LC,二级,
517,Asio otus,长耳鸮,Long-eared Owl,LC,二级,
518,Asio flammeus,短耳鸮,Short-eared Owl,LC,二级,
519,Bubo scandiacus,雪鸮,Snowy Owl,VU,二级,
520,Bubo bubo,雕鸮,Eurasian Eagle-Owl,LC,二级,
521,Bubo nipalensis,林雕鸮,Spot-bellied Eagle-Owl,LC,二级,
522,Bubo coromandus,乌雕鸮,Dusky Eagle-Owl,LC,-,
523,Bubo blakistoni,毛腿雕鸮,Blakiston's Fish Owl,EN,一级,中文名由毛腿渔鸮改为毛腿雕鸮
524,Ketupa zeylonensis,褐渔鸮,Brown Fish Owl,LC,二级,
525,Ketupa flavipes,黄腿渔鸮,Tawny Fish Owl,LC,二级,
526,Strix leptogrammica,褐林鸮,Brown Wood Owl,LC,二级,
527,Strix nivicolum,灰林鸮,Himalayan Owl,LC,二级,
528,Strix uralensis,长尾林鸮,Ural Owl,LC,二级,
529,Strix nebulosa,乌林鸮,Great Grey Owl,LC,二级,
42,PODARGIFORMES,蟆口鸱科,Podargidae (1:1),,,
530,Batrachostomus hodgsoni,黑顶蟆口鸱,Hodgson's Frogmouth,LC,二级,
43,CAPRIMULGIFORMES,夜鹰科,Caprimulgidae (2:6),,,
531,Lyncornis macrotis,毛腿耳夜鹰,Great Eared Nightjar,LC,-,
532,Caprimulgus jotaka,普通夜鹰,Grey Nightjar,LC,-,
533,Caprimulgus europaeus,欧夜鹰,European Nightjar,LC,-,
534,Caprimulgus aegyptius,埃及夜鹰,Egyptian Nightjar,LC,-,
535,Caprimulgus macrurus,长尾夜鹰,Large-tailed Nightjar,LC,-,
536,Caprimulgus affinis,林夜鹰,Savanna Nightjar,LC,-,
44,APODIFORMES,树燕科,Hemiprocnidae (1:1),,,
537,Hemiprocne coronata,凤头雨燕,Crested Treeswift,LC,二级,中文名由凤头树燕改为凤头雨燕
45,APODIFORMES,雨燕科,Apodidae (5:14),,,
538,Aerodramus brevirostris,短嘴金丝燕,Himalayan Swiftlet,LC,-,
539,Aerodramus germani,戈氏金丝燕,Germain's Swiftlet,NR,-,
540,Hirundapus caudacutus,白喉针尾雨燕,White-throated Needletail,LC,-,
541,Hirundapus cochinchinensis,灰喉针尾雨燕,Silver-backed Needletail,LC,二级,
542,Hirundapus giganteus,褐背针尾雨燕,Brown-backed Needletail,LC,-,
543,Hirundapus celebensis,紫针尾雨燕,Purple Needletail,LC,-,
544,Cypsiurus balasiensis,棕雨燕,Asian Palm Swift,LC,-,
545,Tachymarptis melba,高山雨燕,Alpine Swift,LC,-,
546,Apus apus,普通雨燕,Common Swift,LC,-,
547,Apus pacificus,白腰雨燕,Pacific Swift,LC,-,
548,Apus salimalii,华西白腰雨燕,Salim Ali's Swift,NR,-,中文名由青藏白腰雨燕改为华西白腰雨燕
549,Apus cooki,印支白腰雨燕,Cook's Swift,NR,-,
550,Apus acuticauda,暗背雨燕,Dark-rumped Swift,VU,-,
551,Apus nipalensis,小白腰雨燕,House Swift,LC,-,
46,TROGONIFORMES,咬鹃科,Trogonidae (1:3),,,
552,Harpactes oreskios,橙胸咬鹃,Orange-breasted Trogon,LC,二级,
553,Harpactes erythrocephalus,红头咬鹃,Red-headed Trogon,LC,二级,
554,Harpactes wardi,红腹咬鹃,Ward's Trogon,NT,二级,
47,CORACIIFORMES,佛法僧科,Coraciidae (2:3),,,
555,Coracias affinis,棕胸佛法僧,Indochinese Roller,LC,-,
556,Coracias garrulus,蓝胸佛法僧,European Roller,LC,-,
557,Eurystomus orientalis,三宝鸟,Oriental Dollarbird,LC,-,
48,CORACIIFORMES,翠鸟科,Alcedinidae (7:11),,,
558,Pelargopsis capensis,鹳嘴翡翠,Stork-billed Kingfisher,LC,二级,
559,Halcyon coromanda,赤翡翠,Ruddy Kingfisher,LC,-,
560,Halcyon smyrnensis,白胸翡翠,White-throated Kingfisher,LC,二级,
561,Halcyon pileata,蓝翡翠,Black-capped Kingfisher,VU,-,IUCN红色名录等级由LC升为VU
562,Todiramphus chloris,白领翡翠,Collared Kingfisher,LC,-,
563,Alcedo meninting,蓝耳翠鸟,Blue-eared Kingfisher,LC,二级,
564,Alcedo atthis,普通翠鸟,Common Kingfisher,LC,-,
565,Alcedo hercules,斑头大翠鸟,Blyth's Kingfisher,NT,二级,
566,Ceyx erithaca,三趾翠鸟,Oriental Dwarf Kingfisher,LC,-,
567,Megaceryle lugubris,冠鱼狗,Crested Kingfisher,LC,-,
568,Ceryle rudis,斑鱼狗,Pied Kingfisher,LC,-,
49,CORACIIFORMES,蜂虎科,Meropidae (2:8),,,
569,Nyctyornis athertoni,蓝须夜蜂虎,Blue-bearded Bee-eater,LC,二级,
570,Merops orientalis,绿喉蜂虎,Asian Green Bee-eater,LC,二级,
571,Merops persicus,蓝颊蜂虎,Blue-cheeked Bee-eater,LC,二级,
572,Merops philippinus,栗喉蜂虎,Blue-tailed Bee-eater,LC,二级,
573,Merops ornatus,彩虹蜂虎,Rainbow Bee-eater,LC,二级,
574,Merops viridis,蓝喉蜂虎,Blue-throated Bee-eater,LC,二级,
575,Merops leschenaulti,栗头蜂虎,Chestnut-headed Bee-eater,LC,二级,
576,Merops apiaster,黄喉蜂虎,European Bee-eater,LC,-,
50,BUCEROTIFORMES,戴胜科,Upupidae (1:1),,,
577,Upupa epops,戴胜,Common Hoopoe,LC,-,
51,BUCEROTIFORMES,犀鸟科,Bucerotidae (5:5),,,
578,Buceros bicornis,双角犀鸟,Great Hornbill,VU,一级,
579,Anthracoceros albirostris,冠斑犀鸟,Oriental Pied Hornbill,LC,一级,
580,Anorrhinus austeni,白喉犀鸟,White-throated Brown Hornbill,NT,一级,
581,Aceros nipalensis,棕颈犀鸟,Rufous-necked Hornbill,VU,一级,
582,Rhyticeros undulatus,花冠皱盔犀鸟,Wreathed Hornbill,VU,一级,
52,PICIFORMES,拟啄木鸟科,Megalaimidae (1:9),,,
583,Psilopogon virens,大拟啄木鸟,Great Barbet,LC,-,
584,Psilopogon lineatus,斑头绿拟啄木鸟,Lineated Barbet,LC,-,
585,Psilopogon faiostrictus,黄纹拟啄木鸟,Green-eared Barbet,LC,-,
586,Psilopogon franklinii,金喉拟啄木鸟,Golden-throated Barbet,LC,-,
587,Psilopogon faber,黑眉拟啄木鸟,Chinese Barbet,LC,-,
588,Psilopogon nuchalis,台湾拟啄木鸟,Taiwan Barbet,LC,-,
589,Psilopogon asiaticus,蓝喉拟啄木鸟,Blue-throated Barbet,LC,-,
590,Psilopogon duvaucelii,蓝耳拟啄木鸟,Blue-eared Barbet,LC,-,
591,Psilopogon haemacephalus,赤胸拟啄木鸟,Coppersmith Barbet,LC,-,
53,PICIFORMES,响蜜鴷科,Indicatoridae (1:1),,,
592,Indicator xanthonotus,黄腰响蜜䴕,Yellow-rumped Honeyguide,NT,-,
54,PICIFORMES,啄木鸟科,Picidae (17:31),,,
593,Jynx torquilla,蚁䴕,Eurasian Wryneck,LC,-,
594,Picumnus innominatus,斑姬啄木鸟,Speckled Piculet,LC,-,
595,Sasia ochracea,白眉棕啄木鸟,White-browed Piculet,LC,-,
596,Yungipicus canicapillus,星头啄木鸟,Grey-capped Pygmy Woodpecker,LC,-,
597,Yungipicus kizuki,小星头啄木鸟,Japanese Pygmy Woodpecker,LC,-,
598,Picoides tridactylus,三趾啄木鸟,Eurasian Three-toed Woodpecker,LC,二级,
599,Dendrocoptes auriceps,褐额啄木鸟,Brown-fronted Woodpecker,LC,-,
600,Dryobates cathpharius,赤胸啄木鸟,Crimson-breasted Woodpecker,LC,-,
601,Dryobates minor,小斑啄木鸟,Lesser Spotted Woodpecker,LC,-,
602,Dendrocopos hyperythrus,棕腹啄木鸟,Rufous-bellied Woodpecker,LC,-,
603,Dendrocopos macei,茶胸斑啄木鸟,Fulvous-breasted Woodpecker,LC,-,
604,Dendrocopos atratus,纹胸啄木鸟,Stripe-breasted Woodpecker,LC,-,
605,Dendrocopos darjellensis,黄颈啄木鸟,Darjeeling Woodpecker,LC,-,
606,Dendrocopos leucopterus,白翅啄木鸟,White-winged Woodpecker,LC,二级,
607,Dendrocopos major,大斑啄木鸟,Great Spotted Woodpecker,LC,-,
608,Dendrocopos leucotos,白背啄木鸟,White-backed Woodpecker,LC,-,
609,Dryocopus javensis,白腹黑啄木鸟,White-bellied Woodpecker,LC,二级,
610,Dryocopus martius,黑啄木鸟,Black Woodpecker,LC,二级,
611,Chrysophlegma flavinucha,大黄冠啄木鸟,Greater Yellownape,LC,二级,
612,Picus chlorolophus,黄冠啄木鸟,Lesser Yellownape,LC,二级,
613,Picus vittatus,花腹绿啄木鸟,Laced Woodpecker,LC,-,
614,Picus xanthopygaeus,鳞喉绿啄木鸟,Streak-throated Woodpecker,LC,-,
615,Picus squamatus,鳞腹绿啄木鸟,Scaly-bellied Woodpecker,LC,-,
616,Picus rabieri,红颈绿啄木鸟,Red-collared Woodpecker,NT,二级,
617,Picus canus,灰头绿啄木鸟,Grey-headed Woodpecker,LC,-,
618,Dinopium javanense,金背三趾啄木鸟,Common Flameback,LC,-,
619,Chrysocolaptes guttacristatus,大金背啄木鸟,Greater Flameback,LC,-,
620,Gecinulus grantia,竹啄木鸟,Pale-headed Woodpecker,LC,-,
621,Blythipicus pyrrhotis,黄嘴栗啄木鸟,Bay Woodpecker,LC,-,
622,Micropternus brachyurus,栗啄木鸟,Rufous Woodpecker,LC,-,
